445.6 Wing mode shape file, x,y,z,dx,dy,dz
121
 ZONE I = 11 J = 11, T=" Mode     2"
   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.37200000E-10   0.15200000E-09  -0.40500000E-01
   0.21960000E+01   0.00000000E+00   0.00000000E+00   0.41200000E-10   0.10300000E-09  -0.15300000E-01
   0.43920000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.65880000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.87840000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.10750000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.13176000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.15372000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.17568000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
   0.19764000E+02   0.00000000E+00   0.00000000E+00  -0.11900000E-09  -0.32400000E-09  -0.52400000E-01
   0.21960000E+02   0.00000000E+00   0.00000000E+00  -0.11800000E-09  -0.51300000E-09  -0.10700000E+00
   0.31866000E+01   0.30000000E+01   0.00000000E+00   0.11200000E-09   0.93100000E-10   0.63800000E-02
   0.53079600E+01   0.30000000E+01   0.00000000E+00   0.92900000E-10   0.40700000E-10   0.35200000E-01
   0.74293200E+01   0.30000000E+01   0.00000000E+00   0.81600000E-10   0.29700000E-10   0.69000000E-01
   0.95506800E+01   0.30000000E+01   0.00000000E+00   0.69700000E-10   0.88700000E-11   0.11300000E+00
   0.11672000E+02   0.30000000E+01   0.00000000E+00   0.68300000E-10  -0.15100000E-10   0.16600000E+00
   0.13650000E+02   0.30000000E+01   0.00000000E+00   0.72700000E-10  -0.45800000E-10   0.22500000E+00
   0.15914800E+02   0.30000000E+01   0.00000000E+00   0.86200000E-10  -0.98800000E-10   0.30600000E+00
   0.18036100E+02   0.30000000E+01   0.00000000E+00   0.11400000E-09  -0.17200000E-09   0.40200000E+00
   0.20157500E+02   0.30000000E+01   0.00000000E+00   0.13700000E-09  -0.34600000E-09   0.53800000E+00
   0.22278800E+02   0.30000000E+01   0.00000000E+00   0.14000000E-09  -0.53200000E-09   0.69700000E+00
   0.24400200E+02   0.30000000E+01   0.00000000E+00   0.11300000E-09  -0.72900000E-09   0.91400000E+00
   0.63732000E+01   0.60000000E+01   0.00000000E+00   0.17900000E-09   0.65700000E-10   0.19500000E+00
   0.84199200E+01   0.60000000E+01   0.00000000E+00   0.18200000E-09   0.49300000E-10   0.31700000E+00
   0.10466600E+02   0.60000000E+01   0.00000000E+00   0.18500000E-09   0.11100000E-10   0.46200000E+00
   0.12513400E+02   0.60000000E+01   0.00000000E+00   0.19400000E-09  -0.41400000E-10   0.62800000E+00
   0.14560100E+02   0.60000000E+01   0.00000000E+00   0.20900000E-09  -0.10800000E-09   0.81600000E+00
   0.16600000E+02   0.60000000E+01   0.00000000E+00   0.23300000E-09  -0.19100000E-09   0.10300000E+01
   0.18653500E+02   0.60000000E+01   0.00000000E+00   0.26800000E-09  -0.29700000E-09   0.12700000E+01
   0.20700200E+02   0.60000000E+01   0.00000000E+00   0.30100000E-09  -0.43800000E-09   0.15600000E+01
   0.22747000E+02   0.60000000E+01   0.00000000E+00   0.31600000E-09  -0.59300000E-09   0.18800000E+01
   0.24793700E+02   0.60000000E+01   0.00000000E+00   0.31800000E-09  -0.76000000E-09   0.22500000E+01
   0.26840400E+02   0.60000000E+01   0.00000000E+00   0.31700000E-09  -0.93300000E-09   0.26800000E+01
   0.95598000E+01   0.90000000E+01   0.00000000E+00   0.32900000E-09   0.50600000E-10   0.81500000E+00
   0.11531900E+02   0.90000000E+01   0.00000000E+00   0.34900000E-09  -0.80400000E-11   0.10800000E+01
   0.13504000E+02   0.90000000E+01   0.00000000E+00   0.36900000E-09  -0.86000000E-10   0.13800000E+01
   0.15476000E+02   0.90000000E+01   0.00000000E+00   0.39200000E-09  -0.17900000E-09   0.17000000E+01
   0.17448100E+02   0.90000000E+01   0.00000000E+00   0.42100000E-09  -0.28400000E-09   0.20500000E+01
   0.19500000E+02   0.90000000E+01   0.00000000E+00   0.45500000E-09  -0.40900000E-09   0.24500000E+01
   0.21392300E+02   0.90000000E+01   0.00000000E+00   0.48300000E-09  -0.53800000E-09   0.28600000E+01
   0.23364400E+02   0.90000000E+01   0.00000000E+00   0.50500000E-09  -0.68000000E-09   0.33200000E+01
   0.25336400E+02   0.90000000E+01   0.00000000E+00   0.52000000E-09  -0.83300000E-09   0.38400000E+01
   0.27308500E+02   0.90000000E+01   0.00000000E+00   0.52800000E-09  -0.99400000E-09   0.44100000E+01
   0.29280600E+02   0.90000000E+01   0.00000000E+00   0.53100000E-09  -0.11600000E-08   0.50300000E+01
   0.12746400E+02   0.12000000E+02   0.00000000E+00   0.57000000E-09  -0.48900000E-10   0.20100000E+01
   0.14643800E+02   0.12000000E+02   0.00000000E+00   0.59200000E-09  -0.14800000E-09   0.24200000E+01
   0.16541300E+02   0.12000000E+02   0.00000000E+00   0.61500000E-09  -0.26100000E-09   0.28700000E+01
   0.18438700E+02   0.12000000E+02   0.00000000E+00   0.64100000E-09  -0.38100000E-09   0.33500000E+01
   0.20336200E+02   0.12000000E+02   0.00000000E+00   0.66900000E-09  -0.50700000E-09   0.38600000E+01
   0.22300000E+02   0.12000000E+02   0.00000000E+00   0.69500000E-09  -0.64500000E-09   0.44300000E+01
